filename,Classes,Labels,BM,baseline,baseline_60640,lora_97286,baseline_97286,lora_44971,baseline_97286_1,baseline_44971,lora_44971_1,lora_44971_2,lora_44971_3,Q_lora_87884,lora_13545,lora_74843,lora_96996,baseline_46636,baseline_39021,lora_28050,Q_lora_46984,lora_plus_47330
0175746.jpg,737-500,5,99.0,0.0,0.0,0.0,19.0,0.0,19.0,24.0,24.0,13.0,13.0,0.0,0.0,33.0,7.0,25.0,25.0,5.0,5.0,5.0
1372809.jpg,737-500,5,99.0,0.0,1.0,0.0,12.0,1.0,12.0,5.0,5.0,23.0,23.0,0.0,0.0,33.0,3.0,6.0,6.0,7.0,5.0,5.0
1358066.jpg,737-500,5,99.0,0.0,0.0,0.0,18.0,0.0,18.0,7.0,7.0,18.0,18.0,0.0,0.0,16.0,3.0,7.0,5.0,3.0,4.0,97.0
1545325.jpg,737-500,5,99.0,0.0,0.0,0.0,13.0,0.0,13.0,17.0,17.0,27.0,27.0,0.0,0.0,33.0,6.0,3.0,3.0,24.0,6.0,19.0
2031384.jpg,737-500,5,99.0,0.0,0.0,0.0,24.0,0.0,24.0,2.0,2.0,9.0,9.0,0.0,0.0,5.0,5.0,6.0,6.0,3.0,5.0,76.0
1842045.jpg,737-500,5,31.0,0.0,0.0,0.0,21.0,0.0,21.0,7.0,7.0,12.0,12.0,0.0,2.0,5.0,7.0,7.0,4.0,3.0,7.0,5.0
1577681.jpg,737-500,5,99.0,0.0,2.0,2.0,12.0,0.0,12.0,5.0,5.0,11.0,11.0,0.0,0.0,33.0,5.0,65.0,65.0,5.0,24.0,65.0
1340279.jpg,737-500,5,99.0,0.0,0.0,0.0,22.0,0.0,22.0,9.0,9.0,29.0,29.0,0.0,0.0,5.0,5.0,23.0,23.0,5.0,5.0,3.0
1163793.jpg,737-500,5,99.0,0.0,0.0,0.0,29.0,0.0,29.0,13.0,13.0,2.0,2.0,0.0,0.0,19.0,7.0,5.0,5.0,3.0,25.0,78.0
0944247.jpg,737-500,5,99.0,0.0,0.0,0.0,12.0,0.0,12.0,5.0,5.0,10.0,10.0,0.0,0.0,33.0,3.0,7.0,24.0,7.0,24.0,24.0
2132361.jpg,737-500,5,99.0,0.0,2.0,0.0,22.0,0.0,22.0,13.0,13.0,3.0,3.0,0.0,0.0,33.0,5.0,2.0,3.0,3.0,5.0,5.0
1476642.jpg,737-500,5,99.0,0.0,0.0,0.0,24.0,0.0,24.0,27.0,27.0,27.0,27.0,0.0,0.0,33.0,6.0,16.0,16.0,3.0,5.0,4.0
1376842.jpg,737-500,5,99.0,0.0,0.0,2.0,27.0,0.0,27.0,6.0,6.0,25.0,25.0,0.0,0.0,33.0,25.0,17.0,17.0,7.0,7.0,76.0
1423426.jpg,737-500,5,99.0,0.0,0.0,0.0,16.0,0.0,16.0,24.0,24.0,23.0,23.0,0.0,0.0,16.0,3.0,5.0,3.0,6.0,7.0,15.0
0890396.jpg,737-600,6,99.0,0.0,0.0,0.0,21.0,0.0,21.0,5.0,5.0,11.0,11.0,0.0,0.0,33.0,6.0,6.0,6.0,6.0,6.0,78.0
0259167.jpg,737-600,6,99.0,2.0,2.0,0.0,21.0,0.0,21.0,25.0,25.0,28.0,28.0,0.0,0.0,33.0,87.0,78.0,78.0,78.0,28.0,33.0
1078482.jpg,737-600,6,99.0,0.0,0.0,0.0,18.0,0.0,18.0,5.0,5.0,7.0,7.0,0.0,0.0,33.0,6.0,8.0,8.0,7.0,6.0,33.0
1129244.jpg,737-600,6,99.0,0.0,0.0,0.0,17.0,0.0,17.0,13.0,13.0,7.0,7.0,0.0,0.0,5.0,6.0,6.0,4.0,3.0,6.0,5.0
1268068.jpg,737-600,6,99.0,0.0,0.0,0.0,29.0,0.0,29.0,7.0,7.0,13.0,13.0,0.0,0.0,33.0,6.0,6.0,6.0,6.0,6.0,78.0
2128746.jpg,737-600,6,99.0,0.0,0.0,0.0,29.0,0.0,29.0,7.0,7.0,20.0,20.0,0.0,0.0,33.0,6.0,6.0,6.0,6.0,6.0,14.0
0755282.jpg,737-600,6,85.0,0.0,0.0,0.0,21.0,0.0,21.0,13.0,13.0,7.0,7.0,0.0,0.0,33.0,7.0,6.0,6.0,5.0,6.0,3.0
1398987.jpg,737-600,6,66.0,0.0,0.0,0.0,29.0,0.0,29.0,13.0,13.0,10.0,10.0,0.0,0.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0
0675711.jpg,737-600,6,99.0,0.0,0.0,2.0,29.0,0.0,29.0,7.0,7.0,3.0,3.0,0.0,0.0,24.0,6.0,24.0,6.0,64.0,6.0,5.0
0104601.jpg,737-600,6,99.0,0.0,0.0,0.0,22.0,0.0,22.0,4.0,4.0,27.0,27.0,0.0,0.0,33.0,27.0,4.0,4.0,3.0,6.0,21.0
1650662.jpg,737-600,6,99.0,0.0,0.0,0.0,18.0,0.0,18.0,27.0,27.0,23.0,23.0,0.0,0.0,33.0,6.0,6.0,6.0,6.0,6.0,78.0
1087920.jpg,737-600,6,99.0,0.0,0.0,0.0,17.0,0.0,17.0,4.0,4.0,24.0,24.0,0.0,0.0,33.0,6.0,7.0,7.0,3.0,6.0,21.0
0669870.jpg,737-600,6,99.0,0.0,0.0,0.0,17.0,0.0,17.0,25.0,25.0,21.0,21.0,0.0,0.0,33.0,3.0,3.0,3.0,6.0,6.0,21.0
1244625.jpg,737-600,6,99.0,0.0,0.0,0.0,18.0,0.0,18.0,27.0,27.0,27.0,27.0,0.0,0.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0
2031421.jpg,737-600,6,99.0,0.0,0.0,0.0,21.0,0.0,21.0,13.0,13.0,27.0,27.0,0.0,0.0,24.0,6.0,6.0,6.0,6.0,6.0,3.0
0192625.jpg,737-600,6,85.0,0.0,0.0,0.0,22.0,0.0,22.0,22.0,22.0,7.0,7.0,0.0,0.0,28.0,16.0,25.0,25.0,6.0,6.0,5.0
1418231.jpg,737-600,6,33.0,0.0,0.0,0.0,17.0,0.0,17.0,7.0,7.0,19.0,19.0,0.0,0.0,33.0,23.0,22.0,22.0,64.0,23.0,21.0
1561990.jpg,737-600,6,99.0,0.0,0.0,0.0,13.0,0.0,13.0,5.0,5.0,17.0,17.0,0.0,0.0,33.0,6.0,6.0,7.0,6.0,6.0,6.0
0097578.jpg,737-600,6,28.0,0.0,0.0,0.0,21.0,0.0,21.0,21.0,21.0,7.0,7.0,0.0,0.0,28.0,7.0,25.0,5.0,2.0,5.0,5.0
0931601.jpg,737-600,6,99.0,0.0,0.0,0.0,11.0,0.0,11.0,27.0,27.0,29.0,29.0,0.0,0.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0
1237650.jpg,737-600,6,99.0,0.0,0.0,0.0,19.0,0.0,19.0,2.0,2.0,5.0,5.0,0.0,0.0,33.0,6.0,22.0,22.0,6.0,22.0,33.0
1857204.jpg,737-600,6,85.0,0.0,0.0,0.0,26.0,0.0,26.0,27.0,27.0,23.0,23.0,0.0,0.0,33.0,6.0,2.0,2.0,6.0,6.0,21.0
1361693.jpg,737-600,6,99.0,0.0,0.0,0.0,21.0,0.0,21.0,5.0,5.0,8.0,8.0,0.0,0.0,28.0,6.0,7.0,7.0,6.0,6.0,87.0
0450740.jpg,737-600,6,33.0,0.0,0.0,0.0,15.0,0.0,15.0,22.0,22.0,27.0,27.0,0.0,0.0,33.0,16.0,33.0,33.0,17.0,17.0,33.0
1429846.jpg,737-600,6,99.0,0.0,0.0,0.0,27.0,0.0,27.0,19.0,19.0,19.0,19.0,0.0,0.0,33.0,6.0,6.0,6.0,6.0,6.0,29.0
2260617.jpg,737-600,6,99.0,0.0,0.0,0.0,29.0,0.0,29.0,13.0,13.0,4.0,4.0,0.0,0.0,33.0,6.0,6.0,6.0,3.0,23.0,8.0
1842040.jpg,737-600,6,98.0,0.0,0.0,0.0,29.0,0.0,29.0,27.0,27.0,27.0,27.0,0.0,0.0,24.0,6.0,3.0,3.0,3.0,5.0,78.0
0730798.jpg,737-600,6,99.0,0.0,1.0,0.0,24.0,0.0,24.0,13.0,13.0,24.0,24.0,0.0,0.0,24.0,6.0,2.0,2.0,7.0,7.0,5.0
2263029.jpg,737-600,6,99.0,0.0,2.0,0.0,22.0,0.0,22.0,13.0,13.0,4.0,4.0,0.0,0.0,5.0,5.0,24.0,24.0,6.0,5.0,4.0
1212753.jpg,737-600,6,99.0,0.0,0.0,0.0,13.0,0.0,13.0,27.0,27.0,1.0,1.0,0.0,0.0,33.0,6.0,6.0,6.0,6.0,6.0,21.0
0635825.jpg,737-600,6,99.0,0.0,0.0,0.0,24.0,0.0,24.0,9.0,9.0,7.0,7.0,0.0,0.0,24.0,5.0,5.0,5.0,5.0,5.0,5.0
1758619.jpg,737-600,6,99.0,0.0,0.0,0.0,22.0,0.0,22.0,7.0,7.0,6.0,6.0,0.0,0.0,33.0,6.0,6.0,6.0,6.0,6.0,6.0
2094229.jpg,737-600,6,99.0,0.0,0.0,0.0,11.0,0.0,11.0,7.0,7.0,25.0,25.0,0.0,0.0,33.0,6.0,6.0,6.0,6.0,6.0,21.0
1950707.jpg,737-700,7,99.0,0.0,2.0,0.0,22.0,0.0,22.0,27.0,27.0,29.0,29.0,0.0,0.0,28.0,5.0,8.0,8.0,6.0,5.0,99.0
0681537.jpg,737-700,7,99.0,1.0,2.0,0.0,12.0,0.0,12.0,13.0,13.0,13.0,13.0,0.0,0.0,3.0,3.0,65.0,65.0,5.0,3.0,65.0
1927317.jpg,737-700,7,99.0,0.0,2.0,0.0,24.0,0.0,24.0,23.0,23.0,8.0,8.0,0.0,0.0,16.0,25.0,3.0,3.0,7.0,7.0,4.0
0618966.jpg,737-700,7,85.0,0.0,1.0,0.0,21.0,0.0,21.0,28.0,28.0,10.0,10.0,0.0,0.0,33.0,8.0,16.0,5.0,7.0,7.0,11.0
1454446.jpg,737-700,7,99.0,2.0,1.0,0.0,28.0,0.0,28.0,29.0,29.0,24.0,24.0,0.0,0.0,33.0,22.0,99.0,99.0,7.0,22.0,78.0
0225227.jpg,737-700,7,99.0,0.0,0.0,0.0,23.0,0.0,23.0,27.0,27.0,11.0,11.0,0.0,0.0,28.0,7.0,5.0,5.0,7.0,4.0,5.0
2227525.jpg,737-700,7,99.0,0.0,0.0,0.0,29.0,0.0,29.0,28.0,28.0,4.0,4.0,0.0,0.0,16.0,8.0,8.0,8.0,8.0,7.0,54.0
1876022.jpg,737-700,7,8.0,0.0,0.0,0.0,24.0,0.0,24.0,7.0,7.0,24.0,24.0,0.0,0.0,28.0,7.0,23.0,23.0,7.0,3.0,3.0
1551279.jpg,737-700,7,99.0,0.0,0.0,0.0,29.0,0.0,29.0,16.0,16.0,27.0,27.0,0.0,0.0,5.0,5.0,8.0,8.0,6.0,2.0,5.0
1709124.jpg,737-700,7,99.0,0.0,0.0,0.0,17.0,0.0,17.0,13.0,13.0,12.0,12.0,0.0,0.0,33.0,7.0,7.0,7.0,7.0,7.0,27.0
1143441.jpg,737-700,7,99.0,2.0,2.0,0.0,21.0,0.0,21.0,5.0,5.0,27.0,27.0,0.0,0.0,33.0,7.0,8.0,8.0,7.0,7.0,21.0
2223909.jpg,737-700,7,99.0,1.0,2.0,0.0,18.0,0.0,18.0,0.0,0.0,24.0,24.0,0.0,0.0,33.0,7.0,37.0,37.0,7.0,7.0,21.0
1192642.jpg,737-700,7,99.0,0.0,0.0,0.0,17.0,0.0,17.0,23.0,23.0,1.0,1.0,0.0,0.0,33.0,3.0,3.0,9.0,8.0,3.0,22.0
1139751.jpg,737-700,7,99.0,0.0,0.0,0.0,28.0,0.0,28.0,6.0,6.0,6.0,6.0,0.0,0.0,5.0,2.0,2.0,2.0,7.0,2.0,5.0
0336540.jpg,737-700,7,99.0,0.0,0.0,0.0,19.0,0.0,19.0,2.0,2.0,12.0,12.0,2.0,2.0,3.0,2.0,3.0,3.0,6.0,5.0,19.0
1238449.jpg,737-700,7,98.0,2.0,2.0,0.0,21.0,2.0,21.0,23.0,23.0,27.0,27.0,0.0,0.0,28.0,25.0,97.0,97.0,22.0,16.0,31.0
1393634.jpg,737-700,7,98.0,0.0,0.0,0.0,18.0,0.0,18.0,7.0,7.0,20.0,20.0,0.0,0.0,28.0,8.0,7.0,7.0,3.0,7.0,32.0
1790921.jpg,737-700,7,99.0,0.0,0.0,0.0,18.0,0.0,18.0,23.0,23.0,23.0,23.0,1.0,0.0,16.0,4.0,8.0,8.0,3.0,4.0,10.0
2054442.jpg,737-700,7,9.0,0.0,0.0,0.0,19.0,0.0,19.0,7.0,7.0,5.0,5.0,0.0,0.0,33.0,8.0,8.0,8.0,8.0,8.0,4.0
0522857.jpg,737-700,7,99.0,0.0,0.0,0.0,21.0,0.0,21.0,21.0,21.0,28.0,28.0,0.0,0.0,16.0,7.0,7.0,7.0,3.0,7.0,3.0
0673596.jpg,737-700,7,99.0,0.0,0.0,0.0,18.0,0.0,18.0,13.0,13.0,26.0,26.0,0.0,1.0,33.0,7.0,3.0,3.0,3.0,7.0,5.0
1736223.jpg,737-700,7,99.0,0.0,0.0,0.0,29.0,0.0,29.0,5.0,5.0,11.0,11.0,0.0,1.0,33.0,7.0,6.0,6.0,6.0,7.0,4.0
1548400.jpg,737-700,7,99.0,0.0,0.0,0.0,22.0,0.0,22.0,7.0,7.0,21.0,21.0,0.0,0.0,24.0,6.0,6.0,6.0,6.0,5.0,7.0
0308863.jpg,737-700,7,99.0,0.0,0.0,0.0,13.0,0.0,13.0,21.0,21.0,25.0,25.0,0.0,0.0,16.0,3.0,3.0,5.0,3.0,5.0,5.0
2038532.jpg,737-700,7,85.0,1.0,0.0,0.0,22.0,0.0,22.0,18.0,18.0,18.0,18.0,0.0,0.0,12.0,7.0,64.0,64.0,3.0,7.0,33.0
2106086.jpg,737-700,7,16.0,0.0,0.0,0.0,22.0,0.0,22.0,20.0,20.0,13.0,13.0,0.0,0.0,33.0,8.0,7.0,8.0,8.0,8.0,27.0
1510253.jpg,737-700,7,99.0,2.0,2.0,0.0,23.0,0.0,23.0,13.0,13.0,10.0,10.0,0.0,0.0,12.0,7.0,51.0,51.0,7.0,7.0,83.0
0770474.jpg,737-700,7,99.0,0.0,0.0,0.0,29.0,2.0,29.0,18.0,18.0,19.0,19.0,0.0,0.0,33.0,25.0,17.0,17.0,25.0,95.0,53.0
1550106.jpg,737-700,7,99.0,0.0,0.0,0.0,13.0,0.0,13.0,7.0,7.0,13.0,13.0,0.0,0.0,33.0,7.0,22.0,52.0,85.0,7.0,27.0
2250798.jpg,737-700,7,99.0,0.0,0.0,1.0,13.0,0.0,13.0,5.0,5.0,29.0,29.0,0.0,0.0,33.0,7.0,23.0,23.0,24.0,7.0,5.0
1852007.jpg,737-700,7,99.0,0.0,2.0,0.0,24.0,0.0,24.0,8.0,8.0,7.0,7.0,0.0,0.0,33.0,7.0,7.0,7.0,7.0,7.0,5.0
1884738.jpg,737-700,7,98.0,0.0,0.0,0.0,17.0,0.0,17.0,27.0,27.0,29.0,29.0,0.0,0.0,19.0,3.0,8.0,8.0,8.0,17.0,33.0
1946040.jpg,737-700,7,99.0,1.0,2.0,0.0,21.0,1.0,21.0,12.0,12.0,13.0,13.0,0.0,0.0,33.0,16.0,18.0,54.0,2.0,22.0,4.0
2236183.jpg,737-800,8,99.0,0.0,2.0,0.0,12.0,0.0,12.0,3.0,3.0,13.0,13.0,0.0,0.0,33.0,8.0,8.0,8.0,8.0,8.0,27.0
1261350.jpg,737-800,8,99.0,1.0,1.0,0.0,19.0,0.0,19.0,27.0,27.0,4.0,4.0,0.0,0.0,28.0,8.0,20.0,20.0,8.0,8.0,4.0
1085719.jpg,737-800,8,99.0,2.0,2.0,0.0,17.0,0.0,17.0,23.0,23.0,2.0,2.0,0.0,0.0,3.0,9.0,5.0,5.0,4.0,4.0,4.0
0257552.jpg,737-800,8,98.0,0.0,0.0,0.0,20.0,0.0,20.0,13.0,13.0,28.0,28.0,0.0,2.0,28.0,26.0,14.0,7.0,4.0,65.0,27.0
1142906.jpg,737-800,8,99.0,0.0,1.0,0.0,12.0,0.0,12.0,10.0,10.0,4.0,4.0,0.0,0.0,28.0,8.0,9.0,7.0,8.0,8.0,46.0
1318450.jpg,737-800,8,99.0,0.0,0.0,0.0,18.0,0.0,18.0,13.0,13.0,4.0,4.0,0.0,0.0,30.0,9.0,8.0,8.0,32.0,28.0,28.0
2229397.jpg,737-800,8,17.0,0.0,0.0,0.0,22.0,0.0,22.0,22.0,22.0,3.0,3.0,0.0,0.0,16.0,4.0,8.0,8.0,8.0,8.0,9.0
0391437.jpg,737-800,8,99.0,2.0,2.0,0.0,15.0,0.0,15.0,12.0,12.0,16.0,16.0,0.0,0.0,24.0,25.0,76.0,76.0,9.0,4.0,4.0
0325574.jpg,737-800,8,88.0,0.0,0.0,0.0,23.0,0.0,23.0,23.0,23.0,27.0,27.0,0.0,0.0,17.0,8.0,1.0,2.0,8.0,8.0,5.0
0147057.jpg,737-800,8,99.0,0.0,0.0,0.0,19.0,0.0,19.0,27.0,27.0,27.0,27.0,0.0,0.0,16.0,4.0,0.0,0.0,25.0,9.0,52.0
1931271.jpg,737-800,8,99.0,0.0,2.0,0.0,21.0,0.0,21.0,21.0,21.0,13.0,13.0,0.0,0.0,33.0,8.0,4.0,4.0,4.0,4.0,4.0
1899099.jpg,737-800,8,99.0,0.0,0.0,0.0,15.0,0.0,15.0,13.0,13.0,4.0,4.0,0.0,0.0,33.0,6.0,19.0,19.0,8.0,21.0,27.0
1935750.jpg,737-800,8,99.0,0.0,0.0,0.0,29.0,0.0,29.0,27.0,27.0,16.0,16.0,0.0,0.0,33.0,8.0,7.0,7.0,8.0,8.0,28.0
0457841.jpg,737-800,8,99.0,0.0,0.0,0.0,19.0,0.0,19.0,23.0,23.0,3.0,3.0,0.0,0.0,33.0,8.0,4.0,4.0,8.0,4.0,27.0
1337849.jpg,737-800,8,99.0,1.0,1.0,0.0,18.0,2.0,18.0,6.0,6.0,13.0,13.0,0.0,0.0,3.0,25.0,65.0,65.0,65.0,65.0,78.0
2195493.jpg,737-800,8,99.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0,1.0,12.0,12.0,0.0,0.0,33.0,9.0,9.0,8.0,9.0,65.0,65.0
2147231.jpg,737-800,8,99.0,1.0,0.0,0.0,18.0,0.0,18.0,3.0,3.0,23.0,23.0,0.0,0.0,28.0,8.0,65.0,65.0,8.0,8.0,8.0
1616720.jpg,737-800,8,99.0,0.0,0.0,0.0,18.0,0.0,18.0,27.0,27.0,13.0,13.0,0.0,0.0,16.0,8.0,8.0,15.0,8.0,4.0,15.0
2067982.jpg,737-800,8,99.0,0.0,2.0,0.0,15.0,0.0,15.0,20.0,20.0,22.0,22.0,1.0,0.0,24.0,9.0,8.0,4.0,8.0,8.0,15.0
1459210.jpg,737-800,8,99.0,0.0,1.0,0.0,12.0,0.0,12.0,21.0,21.0,4.0,4.0,0.0,0.0,28.0,25.0,7.0,7.0,9.0,8.0,24.0
1403158.jpg,737-800,8,99.0,0.0,2.0,0.0,29.0,0.0,29.0,23.0,23.0,13.0,13.0,0.0,0.0,16.0,8.0,8.0,8.0,8.0,8.0,76.0
0074246.jpg,737-800,8,99.0,0.0,2.0,0.0,15.0,0.0,15.0,16.0,16.0,20.0,20.0,0.0,0.0,16.0,4.0,5.0,5.0,3.0,4.0,3.0
1355815.jpg,737-800,8,33.0,0.0,0.0,0.0,18.0,0.0,18.0,27.0,27.0,23.0,23.0,2.0,0.0,33.0,8.0,8.0,8.0,8.0,17.0,88.0
1146021.jpg,737-800,8,99.0,0.0,0.0,0.0,12.0,0.0,12.0,27.0,27.0,22.0,22.0,0.0,0.0,16.0,8.0,25.0,25.0,8.0,8.0,99.0
1538844.jpg,737-800,8,99.0,0.0,2.0,1.0,27.0,0.0,27.0,27.0,27.0,12.0,12.0,0.0,0.0,33.0,3.0,0.0,0.0,8.0,8.0,4.0
2236964.jpg,737-800,8,99.0,0.0,0.0,0.0,25.0,0.0,25.0,13.0,13.0,21.0,21.0,0.0,0.0,28.0,9.0,27.0,27.0,9.0,17.0,27.0
1421021.jpg,737-800,8,99.0,0.0,2.0,0.0,22.0,0.0,22.0,29.0,29.0,28.0,28.0,0.0,0.0,33.0,9.0,20.0,20.0,20.0,64.0,33.0
0973167.jpg,737-800,8,33.0,0.0,1.0,0.0,17.0,0.0,17.0,4.0,4.0,3.0,3.0,0.0,0.0,5.0,17.0,25.0,25.0,8.0,27.0,5.0
2198761.jpg,737-800,8,98.0,0.0,2.0,0.0,12.0,0.0,12.0,13.0,13.0,12.0,12.0,0.0,0.0,28.0,4.0,0.0,0.0,3.0,8.0,4.0
2207626.jpg,737-800,8,25.0,0.0,2.0,1.0,21.0,1.0,21.0,8.0,8.0,14.0,14.0,0.0,0.0,41.0,77.0,25.0,25.0,93.0,26.0,6.0
1881962.jpg,737-800,8,85.0,0.0,0.0,0.0,18.0,0.0,18.0,8.0,8.0,16.0,16.0,0.0,0.0,33.0,26.0,7.0,7.0,24.0,26.0,33.0
1535044.jpg,737-800,8,99.0,0.0,0.0,0.0,18.0,0.0,18.0,27.0,27.0,21.0,21.0,0.0,0.0,19.0,3.0,8.0,8.0,8.0,3.0,33.0
1016570.jpg,737-800,8,98.0,1.0,0.0,0.0,18.0,0.0,18.0,21.0,21.0,13.0,13.0,0.0,0.0,33.0,17.0,19.0,32.0,20.0,32.0,3.0
0857549.jpg,737-800,8,99.0,0.0,2.0,0.0,21.0,0.0,21.0,27.0,27.0,13.0,13.0,2.0,0.0,3.0,8.0,26.0,26.0,14.0,8.0,3.0
1398526.jpg,737-900,9,99.0,2.0,2.0,0.0,12.0,0.0,12.0,22.0,22.0,13.0,13.0,0.0,0.0,33.0,8.0,66.0,66.0,8.0,9.0,76.0
1668558.jpg,737-900,9,99.0,0.0,2.0,0.0,12.0,0.0,12.0,27.0,27.0,25.0,25.0,0.0,0.0,33.0,9.0,8.0,8.0,8.0,9.0,21.0
1291783.jpg,737-900,9,99.0,0.0,0.0,0.0,28.0,0.0,28.0,13.0,13.0,13.0,13.0,0.0,2.0,33.0,9.0,9.0,9.0,9.0,9.0,0.0
0987802.jpg,737-900,9,78.0,0.0,0.0,0.0,18.0,0.0,18.0,16.0,16.0,1.0,1.0,0.0,0.0,33.0,9.0,9.0,9.0,9.0,9.0,33.0
0305545.jpg,737-900,9,99.0,2.0,2.0,2.0,21.0,0.0,21.0,27.0,27.0,13.0,13.0,0.0,1.0,28.0,9.0,25.0,25.0,9.0,9.0,28.0
1879110.jpg,737-900,9,99.0,0.0,0.0,0.0,18.0,0.0,18.0,5.0,5.0,13.0,13.0,0.0,0.0,19.0,9.0,19.0,19.0,26.0,8.0,9.0
0218852.jpg,737-900,9,99.0,0.0,2.0,0.0,21.0,0.0,21.0,13.0,13.0,7.0,7.0,0.0,0.0,41.0,4.0,9.0,9.0,4.0,4.0,99.0
0582863.jpg,737-900,9,99.0,0.0,0.0,0.0,25.0,0.0,25.0,21.0,21.0,6.0,6.0,0.0,0.0,16.0,9.0,3.0,3.0,9.0,32.0,21.0
1356890.jpg,737-900,9,32.0,0.0,0.0,0.0,21.0,0.0,21.0,27.0,27.0,24.0,24.0,0.0,0.0,28.0,28.0,19.0,32.0,9.0,28.0,33.0
1771959.jpg,737-900,9,99.0,0.0,0.0,0.0,21.0,0.0,21.0,16.0,16.0,21.0,21.0,0.0,0.0,30.0,9.0,31.0,9.0,4.0,30.0,9.0
1768538.jpg,737-900,9,99.0,0.0,0.0,0.0,15.0,0.0,15.0,24.0,24.0,15.0,15.0,0.0,0.0,16.0,9.0,8.0,8.0,9.0,9.0,9.0
0701628.jpg,737-900,9,99.0,0.0,0.0,0.0,21.0,0.0,21.0,23.0,23.0,22.0,22.0,0.0,0.0,24.0,9.0,9.0,9.0,8.0,4.0,4.0
2191957.jpg,737-900,9,30.0,0.0,0.0,0.0,13.0,0.0,13.0,15.0,15.0,21.0,21.0,0.0,0.0,28.0,9.0,26.0,26.0,26.0,26.0,14.0
0522819.jpg,737-900,9,99.0,0.0,0.0,0.0,11.0,0.0,11.0,13.0,13.0,25.0,25.0,0.0,0.0,33.0,9.0,20.0,20.0,14.0,20.0,3.0
1251519.jpg,737-900,9,88.0,0.0,0.0,0.0,13.0,0.0,13.0,15.0,15.0,16.0,16.0,0.0,0.0,16.0,9.0,9.0,9.0,9.0,9.0,9.0
1577934.jpg,737-900,9,99.0,0.0,0.0,0.0,29.0,0.0,29.0,3.0,3.0,13.0,13.0,0.0,0.0,3.0,8.0,22.0,22.0,8.0,8.0,9.0
1419049.jpg,737-900,9,99.0,0.0,0.0,0.0,12.0,0.0,12.0,18.0,18.0,27.0,27.0,0.0,0.0,16.0,8.0,8.0,8.0,20.0,8.0,6.0
0174054.jpg,737-900,9,88.0,0.0,1.0,0.0,13.0,0.0,13.0,13.0,13.0,27.0,27.0,0.0,0.0,16.0,9.0,9.0,9.0,9.0,55.0,21.0
0514744.jpg,737-900,9,99.0,0.0,2.0,0.0,21.0,0.0,21.0,14.0,14.0,17.0,17.0,0.0,0.0,3.0,26.0,64.0,64.0,9.0,9.0,14.0
1354835.jpg,737-900,9,99.0,2.0,2.0,0.0,16.0,0.0,16.0,20.0,20.0,13.0,13.0,0.0,0.0,33.0,9.0,9.0,85.0,20.0,8.0,33.0
2238661.jpg,737-900,9,99.0,0.0,0.0,0.0,29.0,0.0,29.0,26.0,26.0,24.0,24.0,0.0,0.0,3.0,8.0,8.0,8.0,8.0,8.0,3.0
1795553.jpg,737-900,9,85.0,0.0,0.0,0.0,20.0,0.0,20.0,22.0,22.0,27.0,27.0,0.0,0.0,16.0,9.0,32.0,32.0,9.0,9.0,28.0
0275806.jpg,737-900,9,29.0,0.0,0.0,0.0,12.0,0.0,12.0,13.0,13.0,13.0,13.0,0.0,0.0,16.0,9.0,9.0,9.0,9.0,28.0,9.0
1529574.jpg,737-900,9,88.0,0.0,0.0,0.0,21.0,0.0,21.0,9.0,9.0,13.0,13.0,0.0,0.0,33.0,28.0,4.0,4.0,9.0,9.0,5.0
0496901.jpg,737-900,9,32.0,0.0,0.0,0.0,13.0,0.0,13.0,13.0,13.0,4.0,4.0,0.0,0.0,33.0,9.0,18.0,18.0,18.0,18.0,9.0
1133684.jpg,737-900,9,98.0,0.0,2.0,0.0,13.0,0.0,13.0,16.0,16.0,23.0,23.0,0.0,0.0,16.0,9.0,9.0,9.0,9.0,9.0,33.0
1662032.jpg,737-900,9,99.0,0.0,0.0,0.0,18.0,0.0,18.0,5.0,5.0,22.0,22.0,0.0,0.0,33.0,9.0,19.0,19.0,26.0,8.0,33.0
0467798.jpg,737-900,9,99.0,0.0,2.0,0.0,7.0,0.0,7.0,14.0,14.0,12.0,12.0,0.0,0.0,24.0,9.0,9.0,9.0,9.0,9.0,3.0
1365786.jpg,737-900,9,99.0,0.0,0.0,2.0,29.0,0.0,29.0,18.0,18.0,23.0,23.0,0.0,0.0,10.0,52.0,32.0,32.0,85.0,29.0,11.0
2145082.jpg,737-900,9,99.0,1.0,0.0,0.0,27.0,0.0,27.0,11.0,11.0,15.0,15.0,0.0,0.0,30.0,8.0,7.0,7.0,8.0,8.0,54.0
2218546.jpg,737-900,9,99.0,1.0,0.0,0.0,18.0,0.0,18.0,1.0,1.0,13.0,13.0,0.0,0.0,28.0,9.0,65.0,65.0,65.0,8.0,14.0
2133249.jpg,737-900,9,98.0,2.0,2.0,0.0,13.0,0.0,13.0,13.0,13.0,29.0,29.0,0.0,0.0,3.0,9.0,4.0,4.0,18.0,18.0,4.0
2230427.jpg,737-900,9,98.0,0.0,2.0,0.0,13.0,0.0,13.0,19.0,19.0,13.0,13.0,0.0,1.0,28.0,26.0,15.0,15.0,26.0,28.0,15.0
